smiles,MW,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,LabuteASA,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolMR,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumRadicalElectrons,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons
Cc1noc(C)c1-c1cc(C(O)(c2ccccc2)c2ccccn2)c2[nH]c(C3CC3)nc2c1,436.19,6.0,2.0,87.83,5.0,6.0,9.0,6.0,0.0,30.0,0.1666666666666666,1.0,0.0,0.386,3.361,0.222,101.818,-0.887,0,0,0,0,0.0,0.0,1.0,0.0,-5.616656826613422,3.5888584584214884,4.090051502967677,174.19213499913812,344.9379139770914,10.778529513349088,6.811934449256604,-4.688833650131078,-4.656611105576959,0.0042170290835201,0.1952154785394668,0.0034481892362236,1.1920928955078125e-07,5.900859832763672e-05,0.0480551123619079,0.4633421301841736,0.9514036774635316,0.997412383556366,0.0150769334286451,0.9967101812362672,0.986294686794281,0.9053308963775636,95.49505068343768,0.0242197397390966,3.967654159619496,0.5399830937385559,0.0001688759512035,0.9885114431381226,0.5837045907974243,0.0120935477316379,0.0294746458530426,0.0002050766925094,0.4840073883533478,0.0250995177775621,0.99313086271286,0.0002136804541805,0.0037029017694294,0.3465148508548736,0.6606089472770691,1.6120222411102922,0.589625262777977,2.3179929988773567,4.416168638238704,6.115584478195464,5.769168480806795,0.423606812953949,0.658722460269928,0.9522024989128112,0.2083154916763305,0.6538106799125671,0.9896001815795898,0.0312620587646961,0.1894584745168686,2.679170441055589e-09,0.0277055278420448,0.98646742105484,0.9184437394142152,0.752694308757782,0.9665870666503906,0.3557785153388977,0.9461799263954164,0.9987536668777466,0.2224861085414886,0.1576930284500122,0.7099764347076416,0.2928809821605682,0.3961780071258545,0.0187238566577434,0.7373895645141602,0.2105676233768463,0.013528305105865,0.0389245115220546,0.3252376317977905,0.4889373481273651,0.0445770993828773,0.977358102798462,0.171315848827362,1,0,0,0,1,0,1,0,0.076,0.024,0.683,0.699,0.006,0.335,0.12,1.6993427755310604,1391.06634782795,22.578775022443736,18.539519465112303,18.539519465112303,16.052698589585503,11.222162200583604,11.222162200583604,8.804834086929638,8.804834086929638,6.514541830881721,6.514541830881721,4.70453212413852,4.70453212413852,1.0303030303030305,1.818181818181818,2.484848484848485,-3.769999999999999,33.0,412.3230000000002,19.880933533863693,7.387427444284986,3.173662928069032,190.87619548817068,12.498023195389266,0.4513264781221127,-1.4830276832955405,125.81950000000003,1,0,1,2,3,5,0,1,0,1,164.0
COc1cc2ncc3c(-c4ccccc4)nn(CC(=O)NC4CCCCC4)c3c2cc1OC,444.22,7.0,1.0,78.27,7.0,5.0,13.0,7.0,0.0,28.0,0.25,0.0,0.0,0.466,2.399,0.346,60.914,-1.232,3,0,0,0,0.0,0.0,1.0,0.0,-4.088259458798388,3.039605342395656,3.2277681321816107,149.55458357486285,321.36556991289353,8.649408479363501,6.820400556665583,-4.894352866644296,-4.435137132942891,0.0035056518390774,0.9310498237609864,0.0559904612600803,0.0002205967903137,0.0058055520057678,0.0162968635559082,0.6221831738948822,0.4652264416217804,0.8653162717819214,0.8667606115341187,0.9995766282081604,0.3384957313537597,0.664834201335907,98.75789973546496,-0.068991015128447,0.7761263946516762,0.0844861343502998,0.0034665337298065,0.999782383441925,0.0796843618154525,0.566394567489624,0.8622034192085266,0.0004640796687453,0.1664929389953613,0.9999767541885376,0.9070647358894348,0.0020170393399894,5.304841010911332e-10,0.9991711378097534,0.6923351287841797,3.2290421268577774,1.128261897092635,0.5992274311097028,3.431956209163317,4.627300527771721,4.169113035828572,0.5414867997169495,0.6699607372283936,0.9188191294670104,0.3011433184146881,0.2723723948001861,0.8921336531639099,0.3292057514190674,0.3581484854221344,2.68339626074976e-08,0.0115161249414086,0.6423259973526001,0.702027440071106,0.8923517465591431,0.5704801082611084,0.5253010392189026,0.5232641696929932,0.9650839567184448,0.0961872115731239,0.1876027137041092,0.7081229090690613,0.2340123802423477,0.1377465277910232,0.0070334086194634,0.2181553691625595,0.6094734072685242,0.0051552066579461,0.0098615540191531,0.973961055278778,0.3487596809864044,0.2650389075279236,0.9504066109657288,0.1903780102729797,1,1,0,0,1,0,1,3,0.898,0.016,0.873,0.887,0.001,0.032,0.037,1.6358204841203765,1293.63514565013,22.78588180363029,19.005178767717386,19.005178767717386,16.173366393245594,11.436900447250297,11.436900447250297,8.519550425337782,8.519550425337782,6.389679374805589,6.389679374805589,4.760945213784265,4.760945213784265,1.0303030303030305,1.7575757575757576,2.484848484848485,-3.61,33.0,416.31100000000026,21.24699584740084,9.095743669019042,4.106297379999357,192.2607725600413,12.997498985335383,0.0172679673721338,-0.0172679673721338,128.58970000000005,1,0,1,2,2,4,0,1,0,1,170.0
O=C1CSC(C(N=Nc2ccc(Cl)cc2)c2nc3ccccc3[nH]2)=N1,369.05,6.0,1.0,82.83,4.0,4.0,9.0,8.0,0.0,23.0,0.1739130434782608,1.0,0.0,0.676,3.477,0.118,62.105,-1.206,6,0,0,1,0.0,0.0,0.0,0.0,-4.718162870744439,3.346256103002121,3.4003921333280185,138.07539207055385,317.37679459631875,8.21730920085766,4.137175415361534,-5.353661458129436,-4.8855476891715774,0.0482189878821373,0.8213379383087158,0.0007145794224925,0.0002309679985046,0.0004782676696777,0.1559026837348938,0.1103094220161438,0.0797624513506889,0.4032789468765259,1.3794918231724296e-05,0.9984257221221924,0.1414281576871872,0.0636006519198417,98.3313507956542,-0.21063856958643,1.383800336002702,0.9999881982803344,0.9947785139083862,0.9524964690208436,0.0004820948233827,0.8421822190284729,0.0003313187335152,0.3217746913433075,5.625866378977662e-06,0.0312570333480834,0.0234240014106035,0.9956644177436828,7.147427822928876e-07,0.9999736547470092,0.9591559171676636,2.5586701656363418,1.0873499972712368,1.5350230095949704,4.402863310713078,5.879843188289392,5.525467795082051,0.2118989825248718,0.7238810062408447,0.8500123023986816,0.5957648158073425,0.7276298999786377,0.3554419279098511,0.8774166703224182,0.5653378963470459,5.314035661285743e-05,0.2859431207180023,0.52187579870224,0.7264275550842285,0.7738831043243408,0.6637284755706787,0.4764364063739776,0.5966688394546509,0.981543242931366,0.0135423876345157,0.1747715473175048,0.8227072954177856,0.9382040500640868,0.1065647676587104,0.0125746130943298,0.3370843231678009,0.5865773558616638,0.0187238752841949,0.0087943011894822,0.7142223119735718,0.1417444497346878,0.0213306844234466,0.5416713953018188,0.140120267868042,2,1,0,0,2,2,2,1,0.942,0.456,0.126,0.711,0.032,0.504,0.013,1.7199918629085902,962.7006706151358,17.225403871315223,12.886574639829968,14.45900016677615,12.18667318580106,7.54175967407879,8.905322706741506,5.366070903902507,6.79813339979469,3.594332867700105,4.847910915402816,2.418438959348568,3.363342004690253,1.16,1.96,2.68,-2.51,25.0,357.7410000000001,15.985367147571775,6.775987646750508,3.471808207367553,151.98290624595407,11.547219299259345,0.1640703329592214,-0.5421036470143614,99.7027,0,1,1,2,1,3,0,0,0,0,124.0
COc1cnc(Oc2ccc(-c3c(C)n[nH]c(=O)c3C)cc2)c2c[nH]nc12,363.13,8.0,2.0,105.78,4.0,4.0,9.0,8.0,0.0,23.0,0.1739130434782608,0.0,0.0,0.577,2.99,0.158,22.0,-0.933,2,0,0,0,0.0,0.0,0.0,0.0,-4.057502374824952,2.2891958982794,2.222693411872609,185.8357505093447,322.33078029620367,8.475526650569437,3.800884064807492,-5.004925537841662,-4.796175470643849,0.2068311274051666,0.002980675548315,0.0151109946891665,4.76837158203125e-06,0.0005216002464294,0.0004053711891174,0.3405510783195495,0.9947524070739746,0.9980130195617676,0.0005421040696091,0.9985462427139282,0.888221025466919,0.9998666048049928,97.71185041476318,-0.1772898674845744,1.9198831158925067,0.2996963560581207,0.9999977350234984,0.9590789675712584,0.0037587280385196,0.0031860056333243,0.608644962310791,1.3258428799289843e-09,0.0001320538140134,0.0427204631268978,0.9999117851257324,0.0520326495170593,1.024937574811702e-07,0.9998815059661864,0.006284259725362,5.227783250908242,0.6334670873713696,1.4525372895760411,4.159192442842984,5.233344648694894,4.91590406605026,0.12903892993927,0.3395776748657226,0.9959796667099,0.5958495140075684,0.5419390797615051,0.5227851271629333,0.0930007174611091,0.5845016241073608,7.573997663712362e-06,0.548964262008667,0.8616663217544556,0.8154565691947937,0.8787169456481934,0.6129112839698792,0.6365019083023071,0.7642584443092346,0.999091386795044,0.0640479624271392,0.0321591235697269,0.3244802057743072,0.5808570981025696,0.004210446961224,1.5600566257489845e-05,0.0331450514495372,0.0329190120100975,0.0028265761211514,0.0026966840960085,0.0020298981107771,0.2754601538181305,0.0078015835024416,0.0186233185231685,0.0185298025608062,1,0,0,0,0,0,0,0,0.357,0.013,0.467,0.641,0.013,0.233,0.221,1.676802355225703,1178.3924205226167,18.965890847321376,15.03048727302922,15.03048727302922,13.079718698118985,8.288370358719003,8.288370358719003,6.043829320102646,6.043829320102646,4.383199029450922,4.383199029450922,3.005391063125896,3.005391063125896,1.0740740740740742,1.851851851851852,2.592592592592593,-3.6799999999999993,27.0,346.2410000000001,16.770467013423747,6.562080785355107,2.905469395661157,153.73535444721733,11.854600644634775,0.193787615044795,-0.193787615044795,100.28240000000002,0,0,0,1,3,4,0,0,0,0,136.0
c1cnc(Nc2cccc3[nH]ncc23)c(-c2ncnc3[nH]cnc23)c1,328.12,8.0,3.0,108.06,3.0,5.0,9.0,8.0,0.0,26.0,0.1153846153846153,0.0,0.0,0.47,2.81,0.0,23.0,-1.265,1,0,0,0,0.0,0.0,0.0,0.0,-3.764588440014108,2.000685203293292,1.8724811141413824,209.69104298099035,361.4333257504633,10.406676009302174,4.88954293108844,-5.2213085249253135,-5.025963923843696,0.3459838628768921,0.0007824557833373,0.0343713797628879,0.0045443773269653,0.0828120708465576,0.1486055850982666,0.964667521417141,0.997960329055786,0.9973600506782532,0.6878142952919006,0.9981839060783386,0.0169735942035913,0.7293217182159424,82.52013221609899,0.1883274341147004,16.452408896647203,3.929005470126867e-05,1.3741201065897712e-08,4.015428771708685e-07,1.843285147727549e-15,7.221935049983585e-08,0.1792966425418853,1.4935660146875309e-05,1.993314981518779e-06,0.9957232475280762,0.0004192272608634,7.599747186759487e-05,4.1068733907781614e-16,0.9999984502792358,0.9999810457229614,3.844807327452453,0.8922990535980617,1.3557607770554403,3.7955861332967338,4.596353451220826,4.346637420085518,0.4041567146778106,0.4141634106636047,0.999602735042572,0.6393275260925293,0.9570625424385072,0.5295699238777161,0.3778270483016968,0.5540768504142761,1.738814745522177e-07,0.6714128851890564,0.996886909008026,0.8954781889915466,0.8766542673110962,0.6890749335289001,0.6419849395751953,0.978917121887207,0.9998840093612672,0.1572180539369583,0.0468939282000064,0.5905430316925049,0.9993281364440918,0.0029400757048279,2.0275598217267543e-05,0.1002983972430229,0.0551908835768699,2.299514744663611e-05,0.0025783204473555,0.6775756478309631,0.4592674374580383,0.0001928583078552,0.9372758865356444,0.2890104055404663,1,1,0,0,2,0,1,4,0.272,0.385,0.615,0.422,0.062,0.128,0.436,1.6646645016289072,1189.419242182003,16.63961743368832,12.932220400206424,12.932220400206424,12.39897948556636,7.6857374437931005,7.6857374437931005,5.483406241464289,5.483406241464289,4.017872619483595,4.017872619483595,2.8624687053323687,2.8624687053323687,0.96,1.96,2.96,-3.81,25.0,316.24300000000005,13.612793596770937,5.375686229611957,2.193213593351483,140.94379709386934,4.492613378684807,0.6914251595700011,0.6914251595700011,94.2911,0,0,0,1,4,5,0,0,0,0,120.0
COc1ccc(CCNC(=O)C(C#N)=C2N=C(NC(=O)c3cccs3)c3ccccc32)cc1,456.13,7.0,2.0,103.58,9.0,4.0,9.0,8.0,0.0,25.0,0.36,0.0,1.0,0.437,2.565,0.12,44.0,-1.438,3,0,0,0,0.0,0.0,1.0,0.0,-4.754999299301613,3.022813896541502,2.987107258924488,171.48683159638955,337.7921345966843,8.480156693749445,4.341478036849238,-5.396637182819288,-4.806457650613884,0.0224507730454206,0.8887380361557007,0.047870896756649,0.3337252140045166,0.0127225518226623,0.0581973195075988,0.9405292049050332,0.6288648247718811,0.2815045416355133,0.0004850002296734,0.999607264995575,0.0040781474672257,0.00969292037189,98.92714581328872,-0.0098652177401621,0.9754960785006042,0.9999979734420776,0.9516019225120544,0.9999998807907104,0.2557113170623779,1.0,0.3697904348373413,0.99755859375,0.9298874735832214,0.9999997615814208,0.6445724964141846,0.8411227464675903,2.405175190955955e-11,0.9998080134391784,0.9998499155044556,4.061041832145979,0.7214556408973704,1.186072565660933,3.8275989769842,5.521854908580883,5.005826291620201,0.5439303517341614,0.6572424173355103,0.9957751631736756,0.613894522190094,0.1823954433202743,0.4167430400848388,0.2756175696849823,0.3340407609939575,2.882699732253968e-07,0.0752738565206527,0.8911074995994568,0.8659818172454834,0.355661392211914,0.619140088558197,0.5603432655334473,0.7126148343086243,0.9983717799186708,0.0177834536880254,0.255694568157196,0.6671647429466248,0.9276406764984132,0.0406700633466243,0.0540892519056797,0.0378272645175457,0.4951700270175934,0.0141666773706674,0.0131389973685145,0.9283434748649596,0.0662184357643127,0.2805818915367126,0.8778893947601318,0.4959218204021454,0,0,0,0,3,4,3,0,0.989,0.311,0.49,0.97,0.003,0.886,0.044,1.5256607916265057,1285.941154856637,23.208531534440656,17.79248687631435,18.60898345724208,16.100886748174158,10.192433581720614,11.07208639297551,7.126805277277843,8.074499470276715,5.071768206392826,5.940397873267424,3.403337186503036,4.022284792745538,1.0606060606060606,1.818181818181818,2.484848484848485,-4.22,33.0,436.3670000000003,21.99112700159728,9.935396608220708,4.837291503461411,194.59921561003185,12.81095511087304,0.0994874939441137,-0.5088906735533711,127.00489999999998,0,1,1,2,1,3,0,0,0,0,164.0
N#CC(C(=O)NCCc1ccccc1)=C1N=C(NC(=O)c2cccs2)c2ccccc21,426.12,6.0,2.0,94.35,8.0,4.0,9.0,7.0,0.0,25.0,0.32,0.0,1.0,0.483,2.515,0.083,42.0,-1.499,2,0,0,0,0.0,0.0,1.0,0.0,-4.591106516488653,2.90668118835205,2.931803109353152,177.89502820709697,351.4525748702312,8.207699297073242,3.266487003915496,-5.141308807046799,-4.644614750146978,0.036286573857069,0.972806990146637,0.0577427558600902,0.0147117972373962,0.0075834989547729,0.0707854628562927,0.8843721747398376,0.1957213878631591,0.1029871553182601,7.866635860409588e-05,0.9997252821922302,0.1302634924650192,0.0138581469655036,98.85088532469312,-0.0489832874691617,0.930117099011161,0.9999934434890748,0.1256177872419357,0.9999995231628418,0.0078875049948692,0.9999998807907104,0.4121813178062439,0.9973391890525818,0.696075975894928,0.9998999834060668,0.320657879114151,0.9716048836708068,4.6943254838893716e-11,0.9752333164215088,0.999614953994751,3.447221537682638,0.7696983133592556,1.2104948096803223,3.826540573352435,5.311692017959946,4.923768590664567,0.5241553783416748,0.7375312447547913,0.9859532713890076,0.4728919267654419,0.1589241474866867,0.4076217114925384,0.5558202266693115,0.2388060986995697,4.942421014675347e-07,0.0853420495986938,0.8191353678703308,0.8634265065193176,0.3487228155136108,0.5352515578269958,0.4540863037109375,0.545634388923645,0.9984886646270752,0.0090712374076247,0.3066058456897735,0.6226964592933655,0.9641615152359008,0.0549613088369369,0.0819159299135208,0.1003696098923683,0.482788473367691,0.0175287798047065,0.0217133406549692,0.9611491560935974,0.2052447646856308,0.1905669718980789,0.950980007648468,0.5014252662658691,0,0,0,0,3,4,3,0,0.974,0.306,0.436,0.935,0.007,0.74,0.046,1.5705482932125785,1221.9750419666605,21.63118126525104,16.461588855040112,17.27808543596784,15.16903509559602,9.66937754350186,10.549030354756756,6.764329140840022,7.712023333838894,4.755538738064913,5.62416840493951,3.2558112814080515,3.874758887650553,0.967741935483871,1.7096774193548387,2.419354838709677,-4.019999999999999,31.0,408.3570000000002,20.26081829959132,9.198968809530887,4.444071956394189,183.1207282661284,12.730517570486004,0.08251456601159,-0.4881319286974042,120.4529,0,1,1,2,1,3,0,0,0,0,152.0
O=C1NCc2ccccc2OCCCC=Cc2cncc3ccc1nc23,345.15,5.0,1.0,64.11,0.0,4.0,23.0,5.0,0.0,29.0,0.0,0.0,1.0,0.674,3.987,0.19,44.08,0.029,0,0,0,0,0.0,0.0,0.0,0.0,-3.5111018212567027,2.187805382819102,2.075142362085044,174.61364768282843,325.8164112410594,9.159666159233453,4.920784658094657,-4.847009952534836,-4.765283795326393,0.0494793467223644,0.3141155838966369,0.0079455906525254,0.000133991241455,0.0271515846252441,0.0383645892143249,0.5985430181026459,0.7046790719032288,0.9141174554824828,0.1204703077673912,0.9768865704536438,0.9863731861114502,0.2358701080083847,96.823473103733,0.2248607858398959,2.84938788447376,0.9999945163726808,0.7959644198417664,0.9450082778930664,0.0192472841590642,0.0646341443061828,0.9963131546974182,0.0798001140356063,0.9999738931655884,0.0112394411116838,5.42337784281699e-06,0.9172769784927368,1.254439041531441e-07,0.9999990463256836,0.9935662150382996,4.869955695140928,0.5994989305065618,0.2114724659944959,2.91955627257091,4.094833432906116,3.389706982786413,0.4117758870124817,0.4846074283123016,0.8761447072029114,0.652302086353302,0.404556542634964,0.7031026482582092,0.5282580852508545,0.7941656112670898,8.916808837966528e-06,0.4641136825084686,0.4649447798728943,0.6553881764411926,0.8616954684257507,0.3870095312595367,0.3060774803161621,0.7132587432861328,0.9333335757255554,0.1910052895545959,0.1836959570646286,0.5383527278900146,0.4685764908790588,0.0005762046203017,3.318630115245469e-05,0.0076368451118469,0.2027429044246673,7.602044206578285e-05,0.0002013148914556,0.0293229091912508,0.0027821497060358,0.0002073185460176,0.020628510043025,0.0008410700247623,1,2,0,0,2,0,0,4,0.864,0.61,0.739,0.728,0.001,0.566,0.024,1.7199398411778375,981.9070628434632,17.769373945685242,14.312853588570094,14.312853588570094,12.80966308808932,8.713282480533724,8.713282480533724,6.1803970231093865,6.1803970231093865,4.341879036269502,4.341879036269502,2.9631058217596205,2.9631058217596205,1.0769230769230769,2.0,2.9615384615384617,-3.2099999999999995,26.0,326.25000000000006,16.268821771756578,7.352631696913188,3.4204594133555712,151.29354794741064,12.564298548122952,0.2052621882086165,-0.2052621882086165,100.91320000000005,0,1,1,1,2,3,0,0,0,0,130.0
c1cc(-c2nc(OC3CCCNC3)c3c4c(sc3n2)CCCC4)ccn1,366.15,5.0,1.0,59.93,3.0,5.0,13.0,6.0,0.0,27.0,0.1111111111111111,1.0,0.0,0.765,3.115,0.45,83.276,-1.618,1,0,0,0,0.0,1.0,1.0,0.0,-4.18833356667998,3.635944760564113,4.445584409276213,149.03085201007755,317.249909450553,9.843222101502842,6.861544672657444,-5.021959863266291,-5.053293319305984,0.4739746451377868,0.024994732812047,0.0044269673526287,3.5643577575683594e-05,0.0020572543144226,0.0307086110115051,0.0515835285186767,0.2677479088306427,0.1988924592733383,0.0205149073153734,0.8565360903739929,0.7597014904022217,0.9976375102996826,89.6557533628043,0.1590037282108094,9.75548772228314,0.9999488592147828,0.1279879063367843,0.6838380098342896,1.008114941214444e-05,0.0365225002169609,0.0002118938427884,0.997302770614624,0.9937601685523988,0.9934169054031372,0.0775427967309951,0.9999918937683104,3.1763136121298885e-08,0.999972939491272,0.9768800735473632,4.831357119106167,0.3172874599785019,1.684424134095215,3.7411243073303257,5.129397452844839,4.56017290641162,0.5284353494644165,0.6152734160423279,0.9485651254653932,0.513774037361145,0.6916987299919128,0.6468400359153748,0.9096638560295104,0.5749256014823914,5.871817484148778e-05,0.1524902880191803,0.8305417895317078,0.9410207271575928,0.8872377276420593,0.7842815518379211,0.2536227703094482,0.8882723450660706,0.8196227550506592,0.1376128792762756,0.0739564225077629,0.3170005679130554,0.0785698220133781,0.0007202419801615,0.0002584276662673,0.7700685262680054,0.0606987215578556,0.000434607907664,0.0356549434363842,0.2402292340993881,0.0727837607264518,0.857158362865448,0.0668875202536583,0.0632542222738266,1,0,0,0,0,0,1,0,0.45,0.066,0.968,0.28,0.001,0.024,0.019,1.63882174285455,918.4559232114408,17.346724214874865,14.701742962868114,15.51823954379584,12.88214273316075,9.483626745742662,10.30012332667039,7.0655183025634125,8.149140058689074,5.249957138910252,6.435640967651881,3.917718647232363,5.169519368848591,1.0769230769230769,1.9615384615384608,2.8076923076923075,-2.0500000000000003,26.0,344.31400000000014,16.147573612475636,6.928164194604956,2.9704012730850726,156.40569320617314,6.432584797808012,0.1863709110187283,0.1863709110187283,103.80770000000004,1,1,2,0,3,3,0,0,1,1,134.0
COc1cc(C(=O)c2cc(-n3cncn3)ccc2-c2nccs2)cc(OC)c1OC,422.1,8.0,0.0,88.36,7.0,4.0,6.0,9.0,0.0,23.0,0.3043478260869565,0.0,0.0,0.42,2.563,0.143,22.0,-1.353,3,0,0,0,0.0,0.0,1.0,0.0,-4.201987551627765,2.546134937644607,2.192460942967504,159.73097321301418,337.2308916704594,7.701678518796313,3.767352967618285,-4.744353784195458,-4.605274654976073,0.0235330872237682,0.1278158873319625,0.0138254268094897,0.0054580569267272,0.0397813916206359,0.0413833260536193,0.3886524438858032,0.7542252540588379,0.9630113840103148,0.0583752542734146,0.9980719089508056,0.6897121667861938,0.8704141974449158,97.32511169217445,-0.0445006289504713,2.534509325162858,0.982143223285675,0.1648297756910324,0.9963474869728088,0.006337474565953,0.9994638562202454,0.2222378551959991,0.0569760650396347,0.995232880115509,0.9999946355819702,0.9969967603683472,0.9966570138931274,1.4273225268368606e-08,1.0,0.9959232807159424,4.606609225415355,1.2645105306766522,1.339126200069542,3.51946384302794,4.599209661124328,4.032217063082792,0.6004806756973267,0.5280521512031555,0.9995710253715516,0.6506239771842957,0.4731543958187103,0.5509234070777893,0.0665748789906501,0.8777762055397034,6.96324605087284e-07,0.1273109316825866,0.9413483142852784,0.8348029255867004,0.8961745500564575,0.8584321141242981,0.5227245688438416,0.903276801109314,0.9985529780387878,0.3312965929508209,0.2495164424180984,0.624557614326477,0.7114362120628357,0.146120935678482,2.70186756097246e-05,0.2359598278999328,0.5618844032287598,0.000440396106569,0.0002678270684555,0.6978185772895813,0.1830258667469024,0.0008914489881135,0.202436551451683,0.0181880909949541,0,0,0,0,3,0,3,0,0.134,0.039,0.536,0.571,0.025,0.041,0.023,1.8803831302496457,1148.9518585274443,21.08721119088102,16.526248257025784,17.34274483795351,14.65572830304055,8.895343645607696,9.77499645686259,6.150333888665435,7.044900007103847,4.520712307296466,5.327094038363829,3.114794288443188,3.7920909099059528,1.0333333333333334,1.8,2.3666666666666667,-3.72,30.0,404.3220000000002,19.590131685030904,8.336897790913216,3.5041050794538107,176.2515046731053,13.599700491307631,0.2070200302343154,-0.2070200302343154,111.99750000000002,0,0,0,2,2,4,0,0,0,0,152.0
Cn1ncc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,434.13,8.0,2.0,90.02,6.0,5.0,9.0,9.0,0.0,26.0,0.2307692307692307,0.0,0.0,0.409,2.7,0.136,26.0,-1.278,3,0,0,0,0.0,0.0,1.0,0.0,-5.507135560242896,3.5732584455986407,3.876677018291395,117.51579382011872,336.68074010313,10.264300317570411,5.40121351161951,-5.307841289701432,-4.985094191901997,0.8678458333015442,0.0605788677930831,0.1458546966314315,0.0004787445068359,0.0362276434898376,0.0146161913871765,0.9743010010570288,0.9909576177597046,0.9991486072540284,0.6739324927330017,0.9999617338180542,0.025206945836544,0.832550585269928,96.02186730636627,-0.0102923701706795,2.9760395915492976,0.9752520322799684,0.0030564432963728,0.9445278644561768,4.171814362052828e-05,0.912240505218506,0.7770645022392273,0.0389331839978694,0.9987201690673828,0.8475638628005981,0.9927854537963868,0.9222001433372498,7.900811738181801e-07,1.0,0.9894933700561525,4.125428319346457,0.6875097155026558,1.3779028517516054,3.929715441935492,5.217061246470927,4.777882349251969,0.5661936402320862,0.4578637480735779,0.9917879700660706,0.8609316349029541,0.486611396074295,0.3969524204730987,0.4361532032489776,0.8270259499549866,2.44325832454706e-07,0.3071310520172119,0.8899047374725342,0.8918572664260864,0.8198344111442566,0.7986927032470703,0.7359174489974976,0.9105284810066224,0.9750877618789672,0.154117152094841,0.3187707662582397,0.781240701675415,0.9528307914733888,0.292578250169754,0.002523994538933,0.5097793340682983,0.219845712184906,0.0015912790549919,0.0033457898534834,0.8828020691871643,0.0457545556128025,0.1385136693716049,0.5946874022483826,0.2014991194009781,1,2,0,0,2,1,2,4,0.43,0.433,0.369,0.49,0.007,0.174,0.075,1.437558722158058,1393.8233154355985,21.3716682412572,16.657210590742196,17.41313953676065,15.13536159078481,9.696856814582508,10.074821287591735,7.018251135078325,7.425451261818931,5.057360878530799,5.352730443747837,3.574650865283017,3.79376933300228,1.1290322580645162,2.032258064516129,2.870967741935484,-3.619999999999999,31.0,415.7350000000002,19.34982972758119,7.899444244547127,3.5585059606866944,182.2303156569413,9.31493669794112,0.027446937437511,0.027446937437511,120.1365,0,0,0,2,3,5,0,0,0,0,156.0
